keyword,created_at,user_id,text,relevante
buscando refugio,2024-07-10 17:53:45+00:00,2981777349,"En #UnTranvíaLlamadoDeseo, Blanche navega entre la seducción y la desilusión, buscando en los hombres un refugio que a menudo se convierte en trampa.

De Tennessee Williams
Dirección: @diegoDlRio 

🗓️ A partir del 3 de agosto | Funciones de jueves a domingo a las 19:00 horas… https://t.co/jtT2lnySHA https://t.co/REUU8a7ipE",
buscando refugio,2024-07-10 16:54:55+00:00,117243753,"Entre el caos de la tormenta y la búsqueda de un refugio, extravié mi cartera el sábado 6 en plaza La Perla. Estuve buscando y preguntando y ""nadie"" la vió. Lo que menos me importa son las tarjetas, INE o efectivo que traía. Sólo quiero la foto con la que cargaba...🥺",
buscando refugio,2024-07-10 16:14:26+00:00,215403686,"@reypapino Suerte Pablo! Debe andar buscando refugio  por el frío tu que la conoces, dónde se metería? Va a aparecer, vas a ver, capaz anda de amores tambien...la mía era muy enamoradiza!",
buscando refugio,2024-07-10 15:41:04+00:00,1486055709858881536,"@Leandro_MDiaz Veré ese nidal de ratas buscando refugio cuando el barco se hunda !
Clamarán Clemencia❗️",
buscando refugio,2024-07-10 15:31:36+00:00,1256960567069290496,"Cuando los islámicos empiecen a suprimir a los queers, ojalá no vayan buscando refugio en nuestros países, y aprendan a vivir con la decisiones que tomaron. https://t.co/C8yXeLh6Xi",
división,2024-07-10 21:17:44+00:00,2224203370,"@FranAlonsotw Si señor, y metió un penalti, recuerdo ese sábado, noche de San Juan. la UD de Pacuco Rosales ascendió a segunda division.",
división,2024-07-10 21:16:35+00:00,1748882664231211008,@Samuel102002 @DraftFutMX Ahí dice explícitamente que irá al equino b en tercera división,
división,2024-07-10 21:16:16+00:00,148111317,Permítame decir que están actuando de manera ridícula y enganchándose en una maldita ola que solo trae división… hay que tolerar a los intolerantes según ustedes. https://t.co/RslqzpolI6,
división,2024-07-10 21:15:40+00:00,90029205,"@SalmonPalangana Uno de los futbolistas más interesantes de 2* División y que casi lleva al Racing a jugar fase de ascenso a Primera. Al chaval lo quiere media Primera, pero él quiere venir al Sevilla. El Racing le dice que cláusula o nada, y finalmente negocia cláusula a plazos. También quejas…",
división,2024-07-10 21:15:35+00:00,377706193,@jusapol @h50digital La división de personal se lo reconocerá en acto de servicio?,
división,2024-07-10 21:14:52+00:00,628747495,"@fargosi No se atreven xq no se reconocen como uno de los 3 poderes. No son independientes y el contrapeso famoso de la división de poderes, no existe.",
división,2024-07-10 21:14:19+00:00,729602207813931008,Y a este roster se le tienen que añadir Giulia 100% firmada por WWE y posiblemente Stephanie Vaquer. Que locura de división. https://t.co/AkU5VV74Q3,
división,2024-07-10 21:14:14+00:00,260451004,"@fideismo11 Wow de verdad habrá jugadores que no quieren subir a un nivel europeo? Eso me entristece todavía más, se ha podido comprobar el avance en el nivel de jugadores panameños que han estado en ligas de segunda y tercera división en Europa, creo q cualquiera es mejor q las de acá",
división,2024-07-10 21:13:55+00:00,791808373947674624,"Como previa de la @SuperCopaSV, @AlianzaFC_sv sostuvo un amistoso esta mañana contra AD Santa Clara de Tercera División.

Vía @ccuscatlan https://t.co/jGneS5RzNN",
división,2024-07-10 21:13:01+00:00,47031625,"@SrAlexGomez Esta es la lucha para Stand &amp; Deliver 2025. Tenerlas a ambas al mismo tiempo y ambas con material campeonil de sobra sera un dulce dolor de cabeza para @ShawnMichaels y @WWENXT. Realmente ambas deberian ir directo al main roster. Mientras, dejaran con hambre a la division entera.",
keyword,created_at,user_id,text,
ayuda,2024-07-10 21:30:01+00:00,112694236,"""Oro azul"", el superalimento que te ayuda a bajar de peso, reducir el colesterol y retrasar el envejecimiento⬇ https://t.co/QQvKmKc3ir",
ayuda,2024-07-10 21:30:00+00:00,51326671,"Hipotecario Pro del BancoEstado: Cómo simular tu crédito para comprar una vivienda nueva
Mas Información  👉 https://t.co/2IojaVmq8e https://t.co/F00np3aGYV",
ayuda,2024-07-10 21:30:00+00:00,1357157394044837888,"Daniel Ortega, de @Racismo_MX, nos habló sobre ""vIdA""🏳️‍⚧️

Una campaña contra la transfobia donde, con ayuda de una influencer trans creada con IA, busca alzar la voz por quienes fueron asesinadas por crímenes de odio

Con @TapiaFernanda y @Ciriacoelcharro➡️ https://t.co/HnOVxLANfj https://t.co/2D3yDX1nnS",
ayuda,2024-07-10 21:30:00+00:00,216057674,"#Nacionales
Entregan 1.275 toneladas de ayuda a afectados en Cumanacoa

El Gobierno entregó 1.275 toneladas de alimentos, medicinas, agua potable y otros enseres a los afectados por el desbordamiento de un río en Sucre, tras el paso del huracán Beryl https://t.co/xEB7Y57YnZ",
ayuda,2024-07-10 21:30:00+00:00,3039742387,"Martin Brundle asegura que Checo Pérez ya habría sido reemplazado en Red Bull de no ser por su nacionalidad y su atractivo comercial: ""Seamos sinceros"" #F1 #Checo. https://t.co/tM7st2Ayyp",
